Excl.,UID,Session,Date,Run,Sample,d45,d45 SD,d46,d46 SD,d47,d47 SD,d48,d48 SD,d49,d49 SD,D47 (raw),D47 SD (raw),D48 (raw),D48 SD (raw),D49 (raw),d49 SD (raw),d13C,d13C SD,d18O,d18O SD,Magazine,Weight,Leak,p no Acid,pCO2,VM1,Init. Int,Init. Sample,Init. Ref.,Offset,Fin. Sample,Fin. Ref.,Offset,Refill,Bake,D47 (slope corr),D48 (slope corr),D47 I-CDES,D48 CDES,Comments
,,,18/10/23 17.55,53,ETH 3,5.982,0.022,12.118,0.068,17.892,0.181,23.862,0.927,-8.038,15.023,-0.262,0.139,-0.509,0.868,-37.379,14.688,1.63,0.02,6.56,0.07,31,105,,,,,,,,,,,,,,,,,,
,,,18/10/23 21.42,53,ETH 3,6.02,0.028,12.236,0.123,18.085,0.235,23.964,0.611,-10.073,18.156,-0.226,0.183,-0.642,0.526,-39.61,17.813,1.67,0.03,6.68,0.12,35,113,,,,,,,,,,,,,,,,,,
,,,18/10/2023 23:36,53,ETH 3,6.021,0.027,12.234,0.123,18.079,0.256,24.09,0.972,-11.596,18.353,-0.231,0.207,-0.516,0.848,-41.085,18.018,1.67,0.02,6.68,0.12,37,111,,,,,,,,,,,,,,,,,,
,,,19/10/2023 01:29,53,ETH 3,6.024,0.025,12.219,0.09,18.016,0.28,24.077,0.831,-11.869,14.801,-0.281,0.241,-0.498,0.728,-41.325,14.52,1.67,0.02,6.66,0.09,39,108,,,,,,,,,,,,,,,,,,
,,,19/10/2023 05:30,53,ETH 3,5.993,0.029,12.257,0.119,18.112,0.228,24.136,0.895,-7.097,21.1,-0.192,0.198,-0.516,0.728,-36.734,20.67,1.64,0.03,6.7,0.12,43,117,,,,,,,,,,,,,,,,,,
,,,19/10/2023 07:24,53,ETH 3,6.035,0.029,12.309,0.131,18.144,0.284,24.134,1.014,-12.327,18.304,-0.255,0.227,-0.621,0.818,-41.948,17.97,1.68,0.03,6.75,0.13,45,117,,,,,,,,,,,,,,,,,,
,,,19/10/2023 15:15,54,ETH 3,5.89,0.025,11.982,0.104,17.742,0.24,23.653,0.911,-9.78,15.54,-0.182,0.189,-0.443,0.794,-38.719,15.261,1.54,0.02,6.32,0.1,3,109,,,,,,,,,,,,,,,,,,
,,,19/10/2023 17:06,54,ETH 3,5.916,0.032,11.982,0.129,17.663,0.299,23.785,0.849,-19.195,16.895,-0.287,0.244,-0.315,0.703,-47.885,16.617,1.56,0.03,6.32,0.13,5,104,,,,,,,,,,,,,,,,,,
X,,,19/10/2023 19:02,54,ETH 3,5.942,0.025,12.069,0.112,17.931,0.211,23.69,0.667,-10.364,17.397,-0.135,0.179,-0.58,0.543,-39.501,17.068,1.59,0.02,6.4,0.11,7,107,,,,,,,,,,,,,,,,,,
,,,19/10/2023 22:49,54,ETH 3,5.956,0.023,12.074,0.11,17.783,0.191,23.657,0.954,-12.39,19.367,-0.3,0.14,-0.622,0.783,-41.493,18.942,1.6,0.02,6.41,0.11,11,104,,,,,,,,,,,,,,,,,,
,,,20/10/2023 00:42,54,ETH 3,5.956,0.03,12.101,0.116,17.841,0.212,24.104,0.826,-11.329,18.722,-0.268,0.164,-0.238,0.681,-40.511,18.353,1.6,0.03,6.44,0.12,13,102,,,,,,,,,,,,,,,,,,
,,,20/10/2023 02:39,54,ETH 3,5.955,0.023,12.065,0.082,17.782,0.225,23.871,0.741,-9.743,20.977,-0.291,0.182,-0.395,0.662,-38.905,20.49,1.6,0.02,6.4,0.08,15,100,,,,,,,,,,,,,,,,,,
,,,20/10/2023 06:34,54,ETH 3,5.974,0.023,12.162,0.108,17.892,0.223,24.269,0.959,-9.827,20.823,-0.296,0.175,-0.199,0.826,-39.188,20.361,1.62,0.02,6.5,0.11,19,104,,,,,,,,,,,,,,,,,,
,,,20/10/2023 08:30,54,ETH 3,5.994,0.033,12.197,0.11,18.006,0.282,24.576,0.826,-12.739,22.237,-0.239,0.225,0.033,0.717,-42.096,21.759,1.64,0.03,6.53,0.11,21,104,,,,,,,,,,,,,,,,,,
X,,,20/10/2023 10:28,54,ETH 3,5.962,0.033,12.118,0.111,17.996,0.238,24.113,0.847,-14.321,19.026,-0.139,0.206,-0.263,0.697,-43.453,18.601,1.61,0.03,6.45,0.11,23,108,,,,,,,,,,,,,,,,,,
,,,20/10/2023 15:58,54,ETH 3,5.987,0.029,12.155,0.131,17.914,0.211,23.775,0.58,-13.583,17.453,-0.281,0.172,-0.666,0.537,-42.831,17.095,1.63,0.03,6.49,0.13,27,103,,,,,,,,,,,,,,,,,,
,,,20/10/2023 17:55,54,ETH 3,5.98,0.027,12.148,0.114,17.922,0.259,23.772,0.782,-11.336,20.369,-0.26,0.202,-0.656,0.65,-40.63,19.937,1.63,0.03,6.48,0.11,29,109,,,,,,,,,,,,,,,,,,
,,,20/10/2023 19:51,54,ETH 3,5.892,0.029,12.16,0.122,17.838,0.219,23.612,0.857,-15.894,16.961,-0.263,0.173,-0.835,0.741,-44.987,16.59,1.53,0.03,6.49,0.12,31,102,,,,,,,,,,,,,,,,,,
,,,20/10/2023 23:38,54,ETH 3,5.997,0.03,12.178,0.107,17.971,0.256,24.315,0.825,-13.42,19.743,-0.258,0.201,-0.186,0.707,-42.727,19.306,1.64,0.03,6.51,0.11,35,103,,,,,,,,,,,,,,,,,,
,,,21/10/2023 01:34,54,ETH 3,6.007,0.025,12.18,0.113,18.054,0.218,24.699,1.048,-14.647,19.914,-0.188,0.175,0.187,0.871,-43.93,19.482,1.65,0.02,6.51,0.11,37,102,,,,,,,,,,,,,,,,,,
,,,21/10/2023 03:28,54,ETH 3,5.988,0.021,12.14,0.072,17.872,0.183,24.383,0.744,-6.863,23.904,-0.31,0.165,-0.044,0.671,-36.285,23.313,1.63,0.02,6.47,0.07,39,100,,,,,,,,,,,,,,,,,,
,,,21/10/23 7.15,54,ETH 3,6.022,0.029,12.135,0.113,17.906,0.254,24.416,0.824,-7.105,20.833,-0.305,0.204,-0.001,0.665,-36.543,20.383,1.67,0.03,6.47,0.11,43,104,,,,,,,,,,,,,,,,,,
,,,21/10/2023 09:10,54,ETH 3,6.049,0.029,12.224,0.131,18.072,0.247,24.04,0.998,-9.777,22.069,-0.257,0.17,-0.544,0.777,-39.33,21.61,1.7,0.03,6.56,0.13,45,106,,,,,,,,,,,,,,,,,,
,,,23/10/2023 14:10,55,ETH 3,5.981,0.017,12.107,0.079,17.839,0.199,23.837,0.616,-5.825,17.154,-0.302,0.175,-0.511,0.586,-35.208,16.747,1.63,0.02,6.44,0.08,3,103,122,120,614,123,41823,,,,,,,,,,,,,
,,,23/10/2023 17:54,55,ETH 3,5.883,0.022,12.041,0.101,17.657,0.194,23.571,0.641,-12.302,13.793,-0.316,0.177,-0.64,0.524,-41.273,13.515,1.53,0.02,6.38,0.1,7,107,122,123,601,128,45421,,,,,,,,,,,,,
,,,24/10/2023 00:37,55,ETH 3,5.935,0.027,12.124,0.097,17.869,0.19,23.548,0.922,-10.723,13.367,-0.241,0.175,-0.826,0.772,-39.946,13.134,1.58,0.03,6.46,0.1,14,100,98,123,636,125,44584,,,,,,,,,,,,,
,,,24/10/2023 04:21,55,ETH 3,5.813,0.032,12.049,0.111,17.613,0.285,23.849,0.819,-11.182,18.244,-0.295,0.212,-0.386,0.654,-40.128,17.897,1.45,0.03,6.38,0.11,18,106,93,123,618,125,41526,,,,,,,,,,,,,
,,,24/10/2023 14:30,55,ETH 3,5.956,0.026,12.083,0.108,17.776,0.22,23.798,0.757,-11.958,16.249,-0.315,0.183,-0.502,0.69,-41.09,15.937,1.6,0.02,6.42,0.11,27,108,122,120,633,128,46593,,,,,,,,,,,,,
,,,24/10/2023 18:05,55,ETH 3,5.949,0.024,12.005,0.084,17.77,0.215,23.524,0.775,-8.027,16.631,-0.238,0.186,-0.616,0.674,-37.123,16.264,1.6,0.02,6.34,0.08,31,107,127,123,577,125,43060,,,,,,,,,,,,,
,,,25/10/2023 00:35,55,ETH 3,5.991,0.032,12.217,0.122,17.956,0.239,24.062,0.746,-13.448,18.77,-0.305,0.207,-0.51,0.619,-42.82,18.421,1.63,0.03,6.55,0.12,38,107,93,123,628,125,44398,,,,,,,,,,,,,
x,,,25/10/2023 04:21,55,ETH 3,5.923,0.026,12.215,0.097,17.874,0.267,24.45,0.677,-6.492,17.936,-0.314,0.198,-0.126,0.553,-35.998,17.563,1.56,0.03,6.55,0.1,42,109,93,123,589,125,42767,,,,,,,,,,,,,
,,,25/10/2023 13:41,56,ETH 3,5.223,2.148,10.512,4.42,15.54,6.548,20.838,8.858,-4.324,20.026,-0.244,0.054,-0.308,0.294,-29.719,30.594,0.88,2.13,4.86,4.39,3,110,142,120,582,125,36971,,,,,,,,,,,,,
,,,25/10/2023 17:24,56,ETH 3,5.983,0.034,11.986,0.113,17.778,0.247,23.89,0.697,-16.149,20.378,-0.246,0.222,-0.221,0.635,-45.004,19.945,1.63,0.03,6.32,0.11,7,100,137,123,555,123,31925,,,,,,,,,,,,,
x,,,26/10/2023 00:18,56,ETH 3,-0.091,0.055,-0.418,0.215,-0.66,0.324,-1.064,0.857,44.681,21.198,-0.156,0.216,-0.228,0.795,45.648,21.597,-4.38,0.05,-6.01,0.21,14,102,103,123,123,120,,,,,,,,,,,,,,
x,,,26/10/2023 04:04,56,ETH 3,6.043,0.016,11.773,0.033,17.536,0.176,23.296,0.93,-7.77,18.88,-0.339,0.158,-0.38,0.883,-36.535,18.368,1.71,0.02,6.11,0.03,18,105,93,123,577,125,35215,,,,,,,,,,,,,
,,,26/10/2023 14:18,56,ETH 3,5.981,0.025,12.148,0.107,17.969,0.225,23.748,0.908,-12.291,18.863,-0.214,0.165,-0.679,0.801,-41.559,18.46,1.63,0.02,6.48,0.11,27,110,103,123,616,125,49949,,,,,,,,,,,,,
,,,26/10/2023 18:05,56,ETH 3,5.955,0.019,11.992,0.042,17.795,0.202,23.863,0.752,-8.257,12.586,-0.207,0.202,-0.259,0.713,-37.329,12.261,1.6,0.02,6.33,0.04,31,99,112,123,640,125,48303,,,,,,,,,,,,,
,,,27/10/23 0.43,56,ETH 3,5.974,0.032,12.222,0.109,17.98,0.194,24.128,0.872,-11.085,21.198,-0.268,0.14,-0.455,0.753,-40.519,20.751,1.62,0.03,6.56,0.11,38,101,88,123,636,125,47166,,,,,,,,,,,,,
x,,,27/10/23 4.28,56,ETH 3,6.018,0.025,12.312,0.092,18.104,0.221,24.222,0.859,-9.049,22.007,-0.279,0.175,-0.54,0.716,-38.756,21.477,1.66,0.02,6.65,0.09,42,108,737,731,665,132,50000,,,,,,,,,,,,,
,,,27/10/2023 14:34,57,ETH 3,5.937,0.026,12.065,0.095,17.757,0.245,23.565,0.857,-12.203,15.181,-0.297,0.214,-0.694,0.75,-41.276,14.866,1.58,0.02,6.4,0.09,3,110,122,120,594,125,39260,,,,,,,,,,,,,
,,,27/10/2023 18:25,57,ETH 3,5.957,0.03,12.042,0.122,17.724,0.251,23.686,0.855,-15.347,13.769,-0.328,0.193,-0.53,0.732,-44.304,13.537,1.6,0.03,6.38,0.12,7,113,103,120,623,128,44040,,,,,,,,,,,,,
,,,28/10/2023 00:59,57,ETH 3,5.936,0.028,12.076,0.089,17.779,0.232,23.873,0.817,-11.175,20.069,-0.284,0.214,-0.414,0.725,-40.296,19.635,1.58,0.03,6.41,0.09,14,108,83,123,601,125,39646,,,,,,,,,,,,,
,,,28/10/2023 04:45,57,ETH 3,5.933,0.027,11.972,0.057,17.671,0.171,25.882,1.163,-6.67,25.214,-0.286,0.182,1.752,1.055,-35.726,24.574,1.58,0.03,6.31,0.06,18,101,83,120,584,125,36290,,,,,,,,,,,,,
,,,28/10/2023 15:05,57,ETH 3,5.937,0.023,11.959,0.066,17.733,0.213,23.555,0.88,-6.073,17.328,-0.217,0.199,-0.494,0.795,-35.128,16.935,1.59,0.02,6.29,0.07,27,102,107,120,604,125,40837,,,,,,,,,,,,,
,,,28/10/2023 18:48,57,ETH 3,5.929,0.025,12.004,0.075,17.723,0.199,23.855,0.848,-11.378,17.358,-0.263,0.197,-0.29,0.741,-40.352,16.977,1.58,0.02,6.34,0.07,31,102,117,123,543,125,34880,,,,,,,,,,,,,
,,,29/10/2023 01:21,57,ETH 3,6.021,0.033,12.288,0.129,18.147,0.253,25.372,1.301,-17.986,27.139,-0.217,0.193,0.629,1.114,-47.382,26.534,1.66,0.03,6.62,0.13,38,110,93,123,540,123,29555,,,,,,,,,,,,,
,,,29/10/2023 04:03,57,ETH 3,5.982,0.031,12.046,0.067,17.719,0.191,24.627,0.962,-8.716,17.823,-0.361,0.156,0.381,0.862,-37.901,17.422,1.63,0.03,6.38,0.07,42,100,322,313,550,125,31237,,,,,,,,,,,,,
,,,14/10/2023 11:49,52,ETH 4,-5.914,0.023,-5.671,0.077,-12.138,0.2,-11.336,0.633,16.579,5.509,-0.501,0.201,-0.026,0.708,34.523,5.59,-10.39,0.02,-11.12,0.08,8,100,,,,,,,,,,,,,,,,,,
,,,15/10/2023 08:27,52,ETH 4,-5.911,0.014,-5.534,0.042,-11.927,0.252,-10.928,0.656,13.45,6.546,-0.426,0.268,0.112,0.691,31.056,6.634,-10.39,0.01,-10.99,0.04,16,104,,,,,,,,,,,,,,,,,,
,,,16/10/2023 05:04,52,ETH 4,-5.925,0.013,-5.652,0.056,-11.939,0.183,-11.011,0.681,15.748,5.892,-0.307,0.192,0.263,0.715,33.649,5.963,-10.4,0.01,-11.1,0.06,24,115,,,,,,,,,,,,,,,,,,
,,,16/10/2023 18:35,52,ETH 4,-5.867,0.014,-5.391,0.081,-11.713,0.187,-10.623,0.694,3.964,14.875,-0.397,0.148,0.131,0.628,21.07,15.234,-10.35,0.01,-10.84,0.08,32,117,,,,,,,,,,,,,,,,,,
,,,17/10/2023 02:14,52,ETH 4,-5.867,0.018,-5.365,0.079,-11.742,0.183,-10.147,0.768,5.166,15.048,-0.452,0.159,0.559,0.727,22.24,15.449,-10.35,0.02,-10.82,0.08,40,104,,,,,,,,,,,,,,,,,,
,,,17/10/2023 18:07,53,ETH 4,-5.901,0.013,-5.576,0.042,-11.924,0.212,-10.667,0.71,8.764,7.444,-0.393,0.203,0.459,0.743,26.362,7.521,-10.38,0.01,-11.03,0.04,8,103,,,,,,,,,,,,,,,,,,
,,,18/10/2023 01:52,53,ETH 4,-5.856,0.013,-5.458,0.066,-11.727,0.209,-10.464,0.786,5.715,7.786,-0.355,0.194,0.427,0.741,22.973,7.978,-10.34,0.01,-10.91,0.07,16,115,,,,,,,,,,,,,,,,,,
,,,18/10/2023 10:39,53,ETH 4,-5.884,0.019,-5.567,0.066,-11.947,0.212,-10.266,0.666,8.348,10.162,-0.442,0.21,0.847,0.738,25.902,10.248,-10.36,0.02,-11.02,0.07,24,109,,,,,,,,,,,,,,,,,,
,,,18/10/2023 18:51,53,ETH 4,-5.878,0.02,-5.276,0.085,-11.701,0.242,-10.273,0.887,2.647,16.92,-0.487,0.221,0.253,0.813,19.512,17.345,-10.37,0.02,-10.73,0.08,32,108,,,,,,,,,,,,,,,,,,
x,,,19/10/2023 02:38,53,ETH 4,-0.079,0.064,-0.45,0.251,-0.683,0.375,-0.939,0.897,47.999,18.119,-0.159,0.204,-0.039,0.915,49.024,18.645,-4.37,0.06,-5.94,0.25,40,102,,,,,,,,,,,,,,,,,,
,,,19/10/2023 19:57,54,ETH 4,-5.888,0.024,-5.442,0.085,-11.826,0.181,-10.519,0.795,1.392,17.627,-0.44,0.152,0.339,0.709,18.581,18.077,-10.37,0.02,-11,0.08,8,105,,,,,,,,,,,,,,,,,,
,,,20/10/2023 03:36,54,ETH 4,-5.838,0.019,-5.336,0.101,-11.679,0.222,-10.448,0.749,3.792,21.143,-0.447,0.215,0.197,0.695,20.755,21.66,-10.32,0.02,-10.9,0.1,16,100,,,,,,,,,,,,,,,,,,
,,,20/10/23 12.33,54,ETH 4,-5.848,0.018,-5.367,0.071,-11.753,0.217,-10.036,0.843,0.081,14.887,-0.48,0.182,0.677,0.751,17.053,15.257,-10.33,0.02,-10.93,0.07,24,100,,,,,,,,,,,,,,,,,,
,,,20/10/2023 20:46,54,ETH 4,-5.837,0.016,-5.358,0.075,-11.669,0.192,-10.365,0.844,0.557,15.178,-0.417,0.185,0.325,0.778,17.505,15.544,-10.32,0.02,-10.92,0.07,32,108,,,,,,,,,,,,,,,,,,
,,,21/10/2023 04:22,54,ETH 4,-5.844,0.026,-5.346,0.109,-11.678,0.292,-10.089,1.122,-7.165,22.435,-0.429,0.27,0.581,0.992,9.64,22.995,-10.33,0.03,-10.91,0.11,40,111,,,,,,,,,,,,,,,,,,
,,,23/10/2023 20:44,55,ETH 4,-5.895,0.022,-5.477,0.108,-11.898,0.205,-10.514,0.967,7.322,17.381,-0.47,0.178,0.414,0.855,24.691,17.851,-10.38,0.02,-11.04,0.11,10,106,93,123,621,125,41364,,,,,,,,,,,,,
,,,24/10/2023 08:05,55,ETH 4,-5.911,0.02,-5.52,0.083,-11.922,0.171,-10.53,0.768,3.5,23.462,-0.434,0.186,0.486,0.713,20.909,23.995,-10.39,0.02,-11.08,0.08,22,103,93,123,587,125,34585,,,,,,,,,,,,,
,,,24/10/2023 20:52,55,ETH 4,-5.855,0.023,-5.386,0.095,-11.742,0.187,-10.44,0.788,4.626,17.618,-0.444,0.165,0.306,0.715,21.722,18.078,-10.34,0.02,-10.95,0.09,34,108,98,123,618,125,41772,,,,,,,,,,,,,
,,,25/10/2023 20:15,56,ETH 4,-5.826,0.024,-5.279,0.104,-11.619,0.251,-10.113,0.8,4.315,21.682,-0.455,0.211,0.422,0.686,21.159,22.212,-10.31,0.02,-10.84,0.1,10,104,132,120,604,125,46192,,,,,,,,,,,,,
,,,26/10/2023 07:53,56,ETH 4,-5.804,0.026,-5.24,0.114,-11.54,0.245,-9.993,0.824,1.987,21.394,-0.437,0.186,0.464,0.723,18.689,21.944,-10.29,0.02,-10.8,0.11,22,108,132,123,618,125,48512,,,,,,,,,,,,,
,,,26/10/2023 20:58,56,ETH 4,-5.813,0.029,-5.264,0.097,-11.647,0.267,-10.033,0.824,1.437,20.044,-0.512,0.21,0.472,0.728,18.187,20.556,-10.3,0.03,-10.82,0.1,34,103,83,123,587,125,42941,,,,,,,,,,,,,
,,,27/10/2023 21:16,57,ETH 4,-5.683,0.029,-5.263,0.114,-11.444,0.262,-10.173,0.918,2.551,23.622,-0.442,0.182,0.327,0.769,19.175,24.186,-10.16,0.03,-10.82,0.11,10,104,83,123,631,125,45603,,,,,,,,,,,,,
,,,28/10/2023 08:37,57,ETH 4,-5.806,0.025,-5.282,0.098,-11.641,0.28,-9.585,0.889,3.923,23.501,-0.495,0.208,0.961,0.798,20.744,24.061,-10.29,0.02,-10.84,0.1,22,103,93,123,640,125,46808,,,,,,,,,,,,,
,,,28/10/2023 21:36,57,ETH 4,-5.859,0.023,-5.454,0.083,-11.819,0.271,-10.786,0.852,9.405,21.217,-0.449,0.235,0.094,0.75,26.725,21.724,-10.34,0.02,-11.01,0.08,34,106,83,123,616,125,41929,,,,,,,,,,,,,
,,,24/10/2023 01:34,55,ETH1,6.218,0.027,11.546,0.107,17.147,0.222,22.307,0.903,-10.82,18.449,-0.68,0.191,-0.898,0.794,-39.25,18.091,1.9,0.03,5.88,0.11,15,103,122,123,636,128,45014,,,,,,,,,,,,,
,,,23/10/2023 22:43,55,GZ05,-0.356,0.025,2.624,0.125,1.869,0.289,4.967,0.867,-3.136,22.175,-0.341,0.198,-0.287,0.739,-7.875,22.268,-4.78,0.02,-2.98,0.12,12,742,93,123,772,130,50000,,,,,,,,,,,,,
,,,24/10/2023 22:51,55,GZ05,-0.327,0.031,2.76,0.144,1.965,0.292,5.232,0.814,-3.642,21.37,-0.409,0.223,-0.294,0.655,-8.672,21.516,-4.75,0.03,-2.85,0.14,36,709,93,123,753,130,50000,,,,,,,,,,,,,
,,,25/10/2023 22:18,56,GZ05,2.194,0.039,6.592,0.167,8.49,0.266,13.173,0.946,-16.348,20.674,-0.266,0.19,-0.053,0.727,-31.226,20.615,-2.21,0.04,0.96,0.17,12,720,132,120,877,130,50000,,,,,,,,,,,,,
,,,26/10/2023 20:03,56,GZ05,-0.265,0.038,2.778,0.151,2.115,0.28,5.47,0.975,-3.732,24.274,-0.342,0.183,-0.093,0.766,-8.862,24.411,-4.68,0.04,-2.83,0.15,33,747,117,123,758,128,50000,,,,,,,,,,,,,
,,,25/10/2023 23:15,56,GZ08,-2.125,0.028,2.36,0.103,-0.152,0.188,6.135,0.808,-5.088,20.313,-0.275,0.165,1.403,0.787,-7.435,20.407,-6.65,0.03,-3.24,0.1,13,602,132,123,633,125,45522,,,,,,,,,,,,,
,,,26/10/2023 11:28,56,GZ08,-2.242,0.016,2.12,0.067,-0.592,0.175,3.977,0.674,5.963,12.268,-0.359,0.195,-0.266,0.665,4.184,12.203,-6.77,0.02,-3.48,0.07,24,615,78,118,628,123,44271,,,,,,,,,,,,,
,,,27/10/2023 16:31,57,GZ08,-2.241,0.027,2.188,0.104,-0.499,0.279,4.361,0.73,-5.791,17.966,-0.333,0.244,-0.019,0.681,-7.679,18.111,-6.77,0.03,-3.41,0.1,5,630,117,120,589,125,44296,,,,,,,,,,,,,
,,,28/10/2023 06:41,57,GZ08,-2.213,0.027,2.277,0.104,-0.424,0.227,5.31,0.815,-3.012,18.868,-0.375,0.195,0.748,0.669,-5.109,18.988,-6.74,0.03,-3.33,0.1,20,604,88,123,621,125,43375,,,,,,,,,,,,,
,,,24/10/2023 16:12,55,GZ10,-2.525,0.011,1.592,0.05,-1.379,0.117,2.981,0.439,-0.965,6.396,-0.336,0.096,-0.205,0.366,-1.395,6.484,-7.05,0.01,-4.01,0.05,29,1053,122,123,633,125,50000,,,,,,,,,,,,,
,,,24/10/2023 23:37,55,GZ10,-2.519,0.014,1.644,0.056,-1.324,0.116,3.257,0.409,-2.233,7.878,-0.337,0.079,-0.034,0.357,-2.771,7.98,-7.05,0.01,-3.95,0.06,37,1015,122,123,626,125,49803,,,,,,,,,,,,,
,,,24/10/2023 15:25,55,PL-1,-2.765,0.023,3.637,0.094,0.311,0.22,6.857,0.69,-2.397,19.357,-0.402,0.195,-0.426,0.649,-6.557,19.441,-7.38,0.02,-1.97,0.09,28,118,93,123,574,125,34777,,,,,,,,,,,,,
,,,25/10/2023 02:29,55,PL-1,-2.721,0.027,3.648,0.083,0.316,0.266,7.974,1.103,-1.089,25.128,-0.453,0.195,0.66,0.979,-5.323,25.172,-7.33,0.03,-1.96,0.08,40,109,93,123,577,125,34806,,,,,,,,,,,,,
,,,25/10/2023 09:34,55,PL-1,-2.643,0.029,3.877,0.106,0.646,0.252,7.755,0.944,-3.891,19.342,-0.428,0.196,-0.014,0.842,-8.642,19.406,-7.26,0.03,-1.73,0.11,46,119,88,123,616,125,41833,,,,,,,,,,,,,
,,,25/10/2023 15:33,56,PL-1,-2.666,0.027,3.711,0.106,0.516,0.249,7.814,0.785,-10.294,17.58,-0.371,0.228,0.376,0.739,-14.668,17.672,-7.28,0.03,-1.9,0.11,5,116,137,123,548,125,31028,,,,,,,,,,,,,
,,,26/10/2023 15:15,56,PL-1,-2.675,0.024,3.774,0.098,0.539,0.254,7.324,1.023,-7.417,17.592,-0.401,0.202,-0.236,0.901,-11.918,17.654,-7.29,0.02,-1.83,0.1,28,118,78,123,609,125,42102,,,,,,,,,,,,,
,,,25/10/2023 18:23,56,PL-2,-2.838,0.024,4.407,0.089,0.904,0.22,8.712,0.758,-1.881,14.725,-0.488,0.204,-0.119,0.684,-7.464,14.78,-7.49,0.02,-1.2,0.09,8,174,103,123,623,125,50000,,,,,,,,,,,,,
,,,26/10/2023 19:01,56,PL-2,-2.756,0.024,4.541,0.115,1.29,0.232,8.898,0.731,-2.74,17.734,-0.317,0.189,-0.203,0.572,-8.664,17.824,-7.4,0.02,-1.07,0.11,32,160,117,123,611,125,47161,,,,,,,,,,,,,
,,,27/10/2023 20:20,57,PL-2,-2.859,0.031,4.197,0.114,0.781,0.228,8.177,0.807,-0.825,18.854,-0.384,0.174,-0.233,0.663,-5.983,18.942,-7.5,0.03,-1.41,0.11,9,168,112,120,589,125,43975,,,,,,,,,,,,,
,,,28/10/2023 13:13,57,PL-2,-2.897,0.025,4.29,0.096,0.805,0.248,8.157,0.874,4.664,19.573,-0.41,0.203,-0.437,0.773,-0.663,19.631,-7.54,0.02,-1.32,0.1,25,173,104,120,626,125,50000,,,,,,,,,,,,,
,,,25/10/2023 19:17,56,PL-3,-3.698,0.017,4.975,0.052,0.725,0.201,9.845,0.656,4.567,12.793,-0.331,0.193,-0.128,0.665,-1.245,12.682,-8.42,0.02,-0.64,0.05,9,112,132,123,589,123,37319,,,,,,,,,,,,,
,,,26/10/2023 16:10,56,PL-3,-3.696,0.027,5.081,0.088,0.758,0.226,10.039,0.91,-5.285,20.324,-0.404,0.207,-0.147,0.798,-11.244,20.347,-8.43,0.03,-0.53,0.09,29,121,107,123,579,123,36077,,,,,,,,,,,,,
,,,27/10/2023 23:07,57,PL-3,-3.734,0.03,5.055,0.104,0.681,0.277,10.275,0.73,-7.104,21.182,-0.417,0.222,0.137,0.647,-12.962,21.231,-8.47,0.03,-0.56,0.1,12,110,88,123,574,125,34340,,,,,,,,,,,,,
,,,25/10/2023 14:38,56,SH01,0.889,0.025,3.259,0.118,3.638,0.211,7.099,0.766,-10.494,13.949,-0.484,0.166,0.567,0.693,-17.727,14.037,-3.47,0.02,-2.36,0.12,4,173,103,120,609,125,48335,,,,,,,,,,,,,
,,,26/10/2023 12:23,56,SH01,1.116,0.018,3.282,0.078,3.808,0.237,6.119,0.711,-0.015,16.73,-0.572,0.191,-0.454,0.629,-7.613,16.692,-3.23,0.02,-2.33,0.08,25,170,103,120,584,125,44006,,,,,,,,,,,,,
,,,27/10/2023 19:23,57,SH01,0.996,0.026,3.19,0.086,3.686,0.255,6.147,0.817,-4.42,13.094,-0.479,0.22,-0.242,0.749,-11.679,13.097,-3.36,0.02,-2.42,0.09,8,168,93,123,687,128,50000,,,,,,,,,,,,,
,,,28/10/2023 07:38,57,SH01,1.033,0.033,3.236,0.114,3.684,0.261,6.949,0.952,-2.184,23.914,-0.565,0.194,0.463,0.796,-9.586,23.933,-3.32,0.03,-2.38,0.11,21,173,107,123,623,125,44153,,,,,,,,,,,,,
,,,23/10/2023 23:39,55,YC05,-2.026,0.025,1.44,0.103,-0.955,0.202,2.779,0.931,-4.976,13.488,-0.278,0.201,-0.103,0.832,-5.636,13.644,-6.51,0.02,-4.16,0.1,13,507,127,123,621,128,41959,,,,,,,,,,,,,
,,,24/10/2023 19:56,55,YC05,-2.027,0.016,1.385,0.032,-1.011,0.167,2.732,0.611,2.024,9.56,-0.28,0.166,-0.041,0.617,1.464,9.537,-6.51,0.02,-4.21,0.03,33,503,132,123,616,125,41120,,,,,,,,,,,,,
,,,27/10/2023 07:19,56,YC05,-1.864,0.026,1.662,0.095,-0.648,0.217,3.215,0.834,-4.337,19.72,-0.355,0.201,-0.111,0.724,-5.601,19.857,-6.35,0.02,-3.94,0.09,45,483,127,123,592,125,38852,,,,,,,,,,,,,
,,,27/10/2023 06:25,56,YC06,0.863,0.033,4.189,0.135,4.696,0.278,8.052,0.724,-5.592,24.25,-0.315,0.201,-0.341,0.594,-14.629,24.268,-3.53,0.03,-1.43,0.13,44,624,88,123,711,123,50000,,,,,,,,,,,,,
,,,27/10/2023 15:34,57,YC06,0.96,0.029,4.133,0.14,4.707,0.259,7.835,1.016,-4.627,19.469,-0.349,0.199,-0.444,0.846,-13.667,19.517,-3.43,0.03,-1.49,0.14,4,673,88,120,721,128,50000,,,,,,,,,,,,,
